id,date,time,near,Score_cat,Category,hate,guns,crimes,addictions,sentiment,Tweets
804836774014877696,2016-12-02,17:56:54,austin,0.7692307692307693,crimes,0.6896551724137931,0.6060606060606061,0.7692307692307693,0.6666666666666666,Neutral,child gives phone back watching pok mon snapchat cause dead
804836236141666306,2016-12-02,17:54:46,austin,0.6428571428571429,crimes,0.5806451612903226,0.5588235294117647,0.6428571428571429,0.5625,Neutral,tale death rebirth nearly 500 warranty replacement mostly death rebirth
804833046654500865,2016-12-02,17:42:06,austin,0.5769230769230769,crimes,0.5172413793103449,0.45454545454545453,0.5769230769230769,0.5,Negative,drinking french bully
804824679869509636,2016-12-02,17:08:51,austin,0.46153846153846156,crimes,0.41379310344827586,0.3235294117647059,0.46153846153846156,0.4,Negative,jake made baby cry im dead
804823738621382656,2016-12-02,17:05:06,austin,0.8846153846153846,crimes,0.7931034482758621,0.696969696969697,0.8846153846153846,0.7666666666666667,Positive,glamour shot cio people volunteer thank party lifeatdell punch bowl
804821985306021888,2016-12-02,16:58:08,austin,0.6296296296296297,crimes,0.6206896551724138,0.45714285714285713,0.6296296296296297,0.6,Negative,justice dog found starving near death seizures
804821451236868096,2016-12-02,16:56:01,austin,0.5,crimes,0.4482758620689655,0.35294117647058826,0.5,0.43333333333333335,Positive,ready kick weekend enjoy
804808463184445440,2016-12-02,16:04:24,austin,0.6923076923076923,crimes,0.6206896551724138,0.5454545454545454,0.6923076923076923,0.6,Negative,bf might dead gotta keep shit together annoyin ass kids
804805456661254144,2016-12-02,15:52:28,austin,0.7307692307692307,crimes,0.6551724137931034,0.5757575757575758,0.7307692307692307,0.6333333333333333,Neutral,another garbage wanna rapper making stupid remarks bet mother sister raped would looking blood
804802065046315008,2016-12-02,15:38:59,austin,0.7692307692307693,crimes,0.6896551724137931,0.6060606060606061,0.7692307692307693,0.6666666666666666,Neutral,hopefully shaka sees futile stubbornly try force ball post game long
804801908695244800,2016-12-02,15:38:22,austin,0.7857142857142857,crimes,0.7666666666666667,0.6285714285714286,0.7857142857142857,0.7419354838709677,Neutral,police officers required obtain bachelors degree b4 joining force think several classes theyd benefit
804800149058883584,2016-12-02,15:31:22,austin,0.8076923076923077,crimes,0.7241379310344828,0.6363636363636364,0.8076923076923077,0.6451612903225806,Neutral,framing trigger warnings id also suggest childhood sexual assault amp anti native american first nations
804796009171845121,2016-12-02,15:14:55,austin,0.6538461538461539,crimes,0.5862068965517241,0.5151515151515151,0.6538461538461539,0.5161290322580645,Negative,female prison chaplain raped called mexican via
804791267838361601,2016-12-02,14:56:05,austin,0.5769230769230769,crimes,0.5172413793103449,0.45454545454545453,0.5769230769230769,0.5,Neutral,warriors fans still het kick
804789826029580288,2016-12-02,14:50:21,austin,0.6538461538461539,crimes,0.5862068965517241,0.5151515151515151,0.6538461538461539,0.5666666666666667,Positive,get spirit love christmas im dead inside
804788253702373377,2016-12-02,14:44:06,austin,0.5769230769230769,crimes,0.5172413793103449,0.45454545454545453,0.5769230769230769,0.5,Neutral,st nick roundhouse kick face
804785640156102657,2016-12-02,14:33:43,austin,0.8461538461538461,crimes,0.7586206896551724,0.6666666666666666,0.8461538461538461,0.7333333333333333,Neutral,ive trying force magic school bus amp pink panther daughters face year finally
804784789219840000,2016-12-02,14:30:20,austin,0.7307692307692307,crimes,0.6551724137931034,0.5757575757575758,0.7307692307692307,0.6333333333333333,Neutral,anybody try force tv shows kids watch neither lol
804773119760171008,2016-12-02,13:43:58,austin,0.5769230769230769,crimes,0.5172413793103449,0.45454545454545453,0.5769230769230769,0.5,Neutral,goals punch bowl social austin
804768996113469440,2016-12-02,13:27:35,austin,0.5384615384615384,crimes,0.4827586206896552,0.42424242424242425,0.5384615384615384,0.4666666666666667,Negative,omg hurt want one bad
806646946064699392,2016-12-07,17:49:53,austin,0.6538461538461539,crimes,0.5862068965517241,0.5151515151515151,0.6538461538461539,0.5161290322580645,Neutral,moment exhaust bus soooo deadly also soooo warm
806639520070385665,2016-12-07,17:20:22,austin,0.5384615384615384,crimes,0.4827586206896552,0.42424242424242425,0.5384615384615384,0.4666666666666667,Positive,im pretty sure actually dead
806638305467109378,2016-12-07,17:15:33,austin,0.7777777777777778,crimes,0.7586206896551724,0.5714285714285714,0.7777777777777778,0.7333333333333333,Neutral,judgement proven deadly accurate far trump tabs almost inspired buy national enquirer today
806636347737997312,2016-12-07,17:07:46,austin,0.6896551724137931,crimes,0.625,0.6,0.6896551724137931,0.65625,Negative,huh 3 1 frantic writing genius idea 2 coming dead stop 3 existential dispair
806633340568793088,2016-12-07,16:55:49,austin,0.8846153846153846,crimes,0.7931034482758621,0.6470588235294118,0.8846153846153846,0.7096774193548387,Neutral,dead dog road bus swerves avoid vultures suburban texas emoji dont count syllables haiku
806628438463447041,2016-12-07,16:36:20,austin,0.8076923076923077,crimes,0.7241379310344828,0.6363636363636364,0.8076923076923077,0.7,Neutral,support kids born wedlock teen mothers okay condemning thousands women death
806619736515760134,2016-12-07,16:01:46,austin,0.6538461538461539,crimes,0.5862068965517241,0.5151515151515151,0.6538461538461539,0.5161290322580645,Neutral,except werent dead whole time lost
806615784621481984,2016-12-07,15:46:03,austin,0.5862068965517241,crimes,0.53125,0.5588235294117647,0.5862068965517241,0.5151515151515151,Negative,hb534 relating assistance voter creating criminal offense
806613392601452544,2016-12-07,15:36:33,austin,0.6666666666666666,crimes,0.6551724137931034,0.5294117647058824,0.6666666666666666,0.6333333333333333,Neutral,duterte guy motorcycle death squads charge country riding tandem means murdering people
806611376646983680,2016-12-07,15:28:32,austin,0.6923076923076923,crimes,0.6206896551724138,0.5454545454545454,0.6923076923076923,0.6,Negative,round rock police prior wreck led fatal hit run suspect
806606978030022656,2016-12-07,15:11:04,austin,0.7307692307692307,crimes,0.6551724137931034,0.5757575757575758,0.7307692307692307,0.5806451612903226,Neutral,three cypress springs high students charged kidnapping alleged sex attempt
806588888538107907,2016-12-07,13:59:11,austin,0.8076923076923077,crimes,0.7241379310344828,0.6363636363636364,0.8076923076923077,0.7,Neutral,gotta lay white castle burgers farts smelling like death rn
806580359303467012,2016-12-07,13:25:17,austin,0.0,addictions,0.0,0.0,0.0,0.0,,
806570534112792576,2016-12-07,12:46:15,austin,0.6060606060606061,guns,0.53125,0.6060606060606061,0.5862068965517241,0.5625,Positive,hb519 relating creation offense failing secure certain children rear facing child
806568267288432640,2016-12-07,12:37:14,austin,0.7307692307692307,crimes,0.6551724137931034,0.5757575757575758,0.7307692307692307,0.6333333333333333,Positive,dolly parton tour de force talent charm wins erwin center
806565533541924864,2016-12-07,12:26:23,austin,0.6923076923076923,crimes,0.6206896551724138,0.5454545454545454,0.6923076923076923,0.5483870967741935,Neutral,death hammock hyde park austin texas
806554225337663489,2016-12-07,11:41:27,austin,0.7096774193548387,addictions,0.625,0.6,0.6896551724137931,0.7096774193548387,Neutral,isnt best fernando torres villa formed deadly partnership 2010 wc
806550180216639488,2016-12-07,11:25:22,austin,0.6153846153846154,crimes,0.5517241379310345,0.48484848484848486,0.6153846153846154,0.5333333333333333,Positive,lol nahh doesnt hurt really wish got good
806549111872724992,2016-12-07,11:21:07,austin,0.7142857142857143,crimes,0.6451612903225806,0.5714285714285714,0.7142857142857143,0.625,Neutral,new police identify 20 year old found dead texas amp fraternity house
806546746788683776,2016-12-07,11:11:44,austin,0.8461538461538461,crimes,0.7586206896551724,0.6666666666666666,0.8461538461538461,0.7333333333333333,Negative,shout kind asshole demands personal information bullying victim
806546259658047488,2016-12-07,11:09:47,austin,0.6538461538461539,crimes,0.5862068965517241,0.5151515151515151,0.6538461538461539,0.5666666666666667,Neutral,favor keeping air force one cancelling trump
806545925804097536,2016-12-07,11:08:28,austin,0.7307692307692307,crimes,0.6551724137931034,0.5757575757575758,0.7307692307692307,0.5806451612903226,Neutral,chef drop knife hes done university texas austin
806543632421548032,2016-12-07,10:59:21,austin,0.5,crimes,0.4482758620689655,0.3939393939393939,0.5,0.43333333333333335,Negative,hows semester dead yet nah
806542840813621248,2016-12-07,10:56:12,austin,0.46153846153846156,crimes,0.41379310344827586,0.36363636363636365,0.46153846153846156,0.4,Positive,well day got better dead
806534392684433408,2016-12-07,10:22:38,austin,0.34615384615384615,crimes,0.3103448275862069,0.2727272727272727,0.34615384615384615,0.3,Negative,lol im hurt
806530855397163008,2016-12-07,10:08:35,austin,0.6923076923076923,crimes,0.6206896551724138,0.5454545454545454,0.6923076923076923,0.6,Neutral,new fleet instead new air force one maybe sad via
806530725315022848,2016-12-07,10:08:04,austin,0.7307692307692307,crimes,0.6551724137931034,0.5757575757575758,0.7307692307692307,0.6333333333333333,Neutral,sounded death knell amp hammered final nail coffin america says
806525752393011200,2016-12-07,09:48:18,austin,0.7692307692307693,crimes,0.6896551724137931,0.6060606060606061,0.7692307692307693,0.6666666666666666,Negative,wicked women using children live wanna hurt try hate cause know thrill gone
806524483850956800,2016-12-07,09:43:16,austin,0.8076923076923077,crimes,0.7241379310344828,0.6363636363636364,0.8076923076923077,0.7,Neutral,little punched arm im number one friend snap took away red heart bf
806522229127282688,2016-12-07,09:34:18,austin,0.6857142857142857,guns,0.5714285714285714,0.6857142857142857,0.625,0.6470588235294118,Negative,tamu transportation institute fatal wrecks 45 impaired driver 23 speeding 14 distraction 6 fatigue often 1 wreck
806520233091629056,2016-12-07,09:26:22,austin,0.6923076923076923,crimes,0.6206896551724138,0.5454545454545454,0.6923076923076923,0.6,Positive,h e b kick ring miracle campaign thank support
806516693182873600,2016-12-07,09:12:18,austin,0.7857142857142857,crimes,0.7096774193548387,0.6285714285714286,0.7857142857142857,0.6363636363636364,Neutral,court criminal appeals 6 3 overturns verdict death sentence albert love jr warrantless text messages
806515343560757248,2016-12-07,09:06:56,austin,0.7692307692307693,crimes,0.6896551724137931,0.5588235294117647,0.7692307692307693,0.6666666666666666,Negative,junaid jamshed confirmed among dead pakistan plane crash
806501829748068352,2016-12-07,08:13:14,austin,0.8461538461538461,crimes,0.7586206896551724,0.6666666666666666,0.8461538461538461,0.7333333333333333,Neutral,conspiracy theories fun games people whole heartedly believe force others treat legitimate facts
806492155485290496,2016-12-07,07:34:48,austin,0.4230769230769231,crimes,0.3793103448275862,0.3333333333333333,0.4230769230769231,0.36666666666666664,Negative,bloody attitude
806480144651128832,2016-12-07,06:47:04,austin,0.6153846153846154,crimes,0.5517241379310345,0.48484848484848486,0.6153846153846154,0.5333333333333333,Neutral,cant sleep cause legs hurt much cause cold
806478832983277569,2016-12-07,06:41:52,austin,0.7419354838709677,addictions,0.7096774193548387,0.6764705882352942,0.7241379310344828,0.7419354838709677,Neutral,dead spiders amp tiny scorpions surprising find reactivating cleaning robot house 4 tiny frogs amp 1 lizard
806466476978962434,2016-12-07,05:52:46,austin,0.7407407407407407,crimes,0.7241379310344828,0.5882352941176471,0.7407407407407407,0.7,Neutral,ano yong qualified piracy na punishable death yon ba yong nanonood ng film na hindi legal lifestyle change na ba
806444626525634560,2016-12-07,04:25:56,austin,0.3076923076923077,crimes,0.27586206896551724,0.24242424242424243,0.3076923076923077,0.26666666666666666,Negative,twitter dead
806443848473800704,2016-12-07,04:22:51,austin,0.8461538461538461,crimes,0.7586206896551724,0.6666666666666666,0.8461538461538461,0.6774193548387096,Neutral,explaining soul leaves body death remains earth like nheaven earth transparent see n limbo god calls
806437738362834948,2016-12-07,03:58:34,austin,0.6153846153846154,crimes,0.5517241379310345,0.48484848484848486,0.6153846153846154,0.5333333333333333,Negative,cop amp snowplow truck dead
806433520818208768,2016-12-07,03:41:48,austin,0.3076923076923077,crimes,0.27586206896551724,0.24242424242424243,0.3076923076923077,0.26666666666666666,Neutral,full punch
806422414628360192,2016-12-07,02:57:40,austin,0.6153846153846154,crimes,0.5517241379310345,0.48484848484848486,0.6153846153846154,0.5333333333333333,Negative,part didnt like uncle death calling gamer hated
806417846616158210,2016-12-07,02:39:31,austin,0.8076923076923077,crimes,0.7241379310344828,0.6363636363636364,0.8076923076923077,0.7,Negative,hes hiding ecuadorian embassy london sweden calculated move charged w rape
806413043152388096,2016-12-07,02:20:26,austin,0.6538461538461539,crimes,0.5862068965517241,0.5151515151515151,0.6538461538461539,0.5666666666666667,Neutral,frat boys across country save fortune date rape drugs
806411852846604288,2016-12-07,02:15:42,austin,0.38461538461538464,crimes,0.3448275862068966,0.30303030303030304,0.38461538461538464,0.3333333333333333,Negative,tl dead right
806409228848132096,2016-12-07,02:05:17,austin,0.6538461538461539,crimes,0.5862068965517241,0.5151515151515151,0.6538461538461539,0.5666666666666667,Positive,let hurt go move promise life much better
